visit_datetime,rolling_avg_wait_time,rolling_avg_satisfaction,rolling_left_without_being_seen_rate,rolling_avg_nurse_patient_ratio,anomaly_count
2024-10-13T23:33:54.000000,57.26,3.34,0.04,3.3,0
2024-10-13T23:46:46.000000,56.44,3.36,0.04,3.26,0
2024-10-14T00:51:25.000000,55.98,3.38,0.04,3.24,0
2024-10-14T04:07:14.000000,58.42,3.3,0.04,3.3,0
2024-10-14T04:26:59.000000,58.98,3.28,0.04,3.32,0
2024-10-14T07:47:15.000000,58.76,3.28,0.04,3.3,0
2024-10-14T09:16:02.000000,59.98,3.28,0.02,3.3,0
2024-10-14T10:04:55.000000,58.5,3.32,0.02,3.28,0
2024-10-14T11:49:27.000000,60.62,3.24,0.02,3.28,0
2024-10-14T13:22:28.000000,60.44,3.24,0.04,3.24,0
2024-10-14T17:52:35.000000,57.7,3.28,0.02,3.24,0
2024-10-14T18:15:20.000000,57.04,3.3,0.02,3.2,0
2024-10-14T20:43:11.000000,57.3,3.28,0.02,3.2,0
2024-10-14T22:09:59.000000,57.2,3.28,0.02,3.16,0
2024-10-14T22:11:52.000000,57.74,3.26,0.02,3.2,0
2024-10-15T06:32:14.000000,57.66,3.26,0.02,3.2,0
2024-10-15T07:21:31.000000,57.66,3.26,0.02,3.18,0
2024-10-15T09:22:04.000000,58.3,3.24,0.02,3.2,0
2024-10-15T10:39:42.000000,58.88,3.22,0.02,3.18,0
2024-10-15T10:55:07.000000,58.8,3.22,0.02,3.18,0
2024-10-15T12:09:01.000000,58.56,3.24,0.02,3.14,0
2024-10-15T12:27:42.000000,56.38,3.3,0.02,3.14,0
2024-10-15T13:39:38.000000,56.84,3.28,0.02,3.18,0
2024-10-15T14:37:00.000000,55.34,3.32,0.02,3.16,0
2024-10-15T17:22:27.000000,55.04,3.34,0.02,3.16,0
2024-10-15T18:27:22.000000,55.16,3.34,0.02,3.16,0
2024-10-15T23:27:49.000000,52.96,3.36,0.02,3.14,0
2024-10-16T00:20:50.000000,51.26,3.42,0.02,3.12,0
2024-10-16T01:38:04.000000,49.96,3.44,0.02,3.1,0
2024-10-16T02:57:57.000000,47.88,3.5,0.02,3.1,0
2024-10-16T06:07:26.000000,49.74,3.44,0.02,3.14,0
2024-10-16T09:27:50.000000,53.62,3.38,0.04,3.22,0
2024-10-16T11:12:57.000000,52.88,3.4,0.04,3.18,0
2024-10-16T12:10:08.000000,53.26,3.38,0.04,3.22,0
2024-10-16T12:12:15.000000,53.74,3.36,0.04,3.2,0
2024-10-16T13:25:41.000000,54.04,3.36,0.04,3.22,0
2024-10-16T14:09:05.000000,55.16,3.32,0.04,3.2,0
2024-10-16T17:24:17.000000,55.42,3.32,0.04,3.18,0
2024-10-16T20:35:05.000000,57.12,3.24,0.04,3.24,0
2024-10-16T21:20:10.000000,57.76,3.2,0.04,3.3,0
2024-10-16T21:52:58.000000,57.34,3.22,0.04,3.3,0
2024-10-17T01:42:39.000000,56.94,3.24,0.04,3.3,0
2024-10-17T02:00:41.000000,59.46,3.16,0.06,3.38,0
2024-10-17T02:33:57.000000,59.3,3.18,0.06,3.36,0
2024-10-17T04:13:42.000000,59.78,3.16,0.06,3.36,0
2024-10-17T05:30:02.000000,60.06,3.14,0.06,3.4,0
2024-10-17T06:37:09.000000,59.86,3.14,0.06,3.34,0
2024-10-17T06:47:28.000000,59.52,3.14,0.06,3.3,0
2024-10-17T08:00:44.000000,59.66,3.14,0.08,3.3,0
2024-10-17T08:35:06.000000,60.88,3.1,0.08,3.3,0
2024-10-17T11:30:30.000000,59.26,3.14,0.08,3.24,0
2024-10-17T12:53:16.000000,59.44,3.12,0.08,3.24,0
2024-10-17T14:55:27.000000,59.8,3.12,0.08,3.28,0
2024-10-17T16:14:55.000000,58.38,3.16,0.08,3.28,0
2024-10-17T16:51:23.000000,57.4,3.2,0.08,3.24,0
2024-10-17T17:28:46.000000,58.2,3.18,0.08,3.26,0
2024-10-17T21:35:31.000000,57.02,3.18,0.08,3.28,0
2024-10-17T23:47:55.000000,58.62,3.14,0.08,3.3,0
2024-10-18T01:47:03.000000,57.76,3.18,0.08,3.3,0
2024-10-18T04:50:33.000000,57.46,3.18,0.06,3.32,0
2024-10-18T06:46:49.000000,59.5,3.14,0.06,3.34,0
2024-10-18T09:12:00.000000,59.46,3.14,0.06,3.34,0
2024-10-18T09:15:10.000000,61.58,3.08,0.06,3.42,0
2024-10-18T09:23:18.000000,63.5,3.02,0.06,3.46,0
2024-10-18T17:22:16.000000,64.28,3.0,0.06,3.46,0
2024-10-18T21:41:04.000000,65.88,2.96,0.06,3.46,0
2024-10-18T23:04:24.000000,68.16,2.88,0.06,3.54,0
2024-10-19T00:35:56.000000,69.02,2.84,0.06,3.56,0
2024-10-19T00:51:41.000000,68.24,2.86,0.06,3.52,0
2024-10-19T00:59:32.000000,69.48,2.82,0.06,3.56,0
2024-10-19T06:51:22.000000,71.74,2.74,0.06,3.64,0
2024-10-19T10:55:20.000000,71.16,2.76,0.06,3.6,0
2024-10-19T11:02:36.000000,69.86,2.8,0.06,3.56,0
2024-10-19T11:05:13.000000,69.02,2.84,0.06,3.52,0
2024-10-19T12:05:14.000000,69.02,2.82,0.06,3.52,0
2024-10-19T14:50:02.000000,70.8,2.76,0.06,3.54,0
2024-10-19T15:52:10.000000,69.64,2.8,0.06,3.52,0
2024-10-19T16:24:10.000000,70.18,2.76,0.06,3.5,0
2024-10-19T17:33:13.000000,69.58,2.8,0.06,3.44,0
2024-10-19T18:58:48.000000,69.28,2.8,0.06,3.38,0
2024-10-19T20:55:08.000000,67.7,2.84,0.06,3.34,0
2024-10-19T21:58:11.000000,65.14,2.88,0.04,3.34,0
2024-10-20T01:03:39.000000,65.24,2.86,0.04,3.36,0
2024-10-20T02:02:02.000000,64.7,2.88,0.04,3.3,0
2024-10-20T04:16:31.000000,64.36,2.88,0.04,3.32,0
2024-10-20T04:27:04.000000,64.24,2.88,0.04,3.3,0
2024-10-20T10:46:13.000000,63.0,2.92,0.04,3.3,0
2024-10-20T11:47:36.000000,63.02,2.92,0.04,3.3,0
2024-10-20T11:55:11.000000,61.34,2.98,0.04,3.26,0
2024-10-20T12:28:54.000000,61.54,2.98,0.04,3.26,0
2024-10-20T12:33:19.000000,62.16,2.96,0.04,3.28,0
2024-10-20T13:09:24.000000,61.58,2.98,0.04,3.22,0
2024-10-20T13:55:39.000000,61.44,2.98,0.02,3.2,0
2024-10-20T18:16:05.000000,62.82,2.92,0.02,3.22,0
2024-10-20T19:16:19.000000,63.06,2.9,0.02,3.22,0
2024-10-20T19:33:27.000000,62.84,2.9,0.02,3.18,0
2024-10-20T19:35:09.000000,62.86,2.9,0.02,3.2,0
2024-10-20T19:52:55.000000,63.52,2.9,0.02,3.26,0
2024-10-21T00:31:26.000000,60.9,2.96,0.0,3.18,0
2024-10-21T01:33:20.000000,61.86,2.96,0.0,3.18,0
2024-10-21T01:35:05.000000,66.18,2.9,0.0,3.24,0
2024-10-21T02:50:08.000000,66.78,2.9,0.0,3.26,0
2024-10-21T06:38:23.000000,66.34,2.9,0.0,3.2,0
2024-10-21T08:43:40.000000,67.22,2.88,0.0,3.2,0
2024-10-21T10:02:00.000000,68.26,2.84,0.0,3.24,0
2024-10-21T10:40:42.000000,69.52,2.8,0.0,3.24,0
2024-10-21T11:21:54.000000,68.94,2.8,0.0,3.2,0
2024-10-21T13:09:40.000000,67.86,2.82,0.0,3.2,0
2024-10-21T13:38:04.000000,67.36,2.82,0.0,3.18,0
2024-10-21T16:08:38.000000,68.18,2.82,0.0,3.18,0
2024-10-21T17:41:04.000000,65.6,2.88,0.0,3.16,0
2024-10-21T18:03:59.000000,67.62,2.82,0.02,3.2,0
2024-10-21T18:26:48.000000,66.04,2.86,0.02,3.18,0
2024-10-21T18:34:06.000000,64.94,2.9,0.02,3.16,0
2024-10-21T20:38:27.000000,63.78,2.94,0.02,3.14,0
2024-10-21T20:59:26.000000,61.9,3.0,0.02,3.1,0
2024-10-21T21:39:56.000000,60.98,3.02,0.02,3.08,0
2024-10-21T23:28:15.000000,60.2,3.06,0.02,3.06,0
2024-10-22T00:23:56.000000,61.74,3.02,0.02,3.12,0
2024-10-22T01:54:55.000000,60.58,3.06,0.02,3.1,0
2024-10-22T02:07:16.000000,59.26,3.1,0.02,3.06,0
2024-10-22T02:13:37.000000,59.26,3.1,0.02,3.04,0
2024-10-22T03:16:58.000000,58.76,3.12,0.02,3.06,0
2024-10-22T05:00:21.000000,59.92,3.06,0.02,3.08,0
2024-10-22T05:11:29.000000,63.1,3.02,0.02,3.1,0
2024-10-22T11:21:46.000000,60.94,3.1,0.02,3.04,0
2024-10-22T11:28:13.000000,63.54,3.04,0.04,3.1,0
2024-10-22T11:44:20.000000,62.54,3.08,0.04,3.08,0
2024-10-22T12:42:09.000000,63.98,3.02,0.04,3.14,0
2024-10-22T13:09:39.000000,64.3,3.02,0.04,3.2,0
2024-10-22T13:49:45.000000,65.58,3.0,0.04,3.22,0
2024-10-22T14:02:13.000000,64.72,3.02,0.04,3.2,0
2024-10-22T14:50:14.000000,65.48,3.0,0.04,3.22,0
2024-10-22T18:45:37.000000,68.16,2.92,0.04,3.3,0
2024-10-22T18:54:18.000000,67.98,2.92,0.04,3.3,0
2024-10-22T20:33:29.000000,67.78,2.92,0.04,3.28,0
2024-10-22T21:19:33.000000,70.4,2.86,0.04,3.32,0
2024-10-23T00:38:09.000000,70.58,2.84,0.04,3.34,0
2024-10-23T01:18:36.000000,70.94,2.84,0.04,3.38,0
2024-10-23T01:27:02.000000,71.34,2.82,0.04,3.38,0
2024-10-23T01:41:58.000000,70.74,2.84,0.04,3.36,0
2024-10-23T01:44:46.000000,71.0,2.82,0.04,3.42,0
2024-10-23T02:15:46.000000,70.12,2.84,0.04,3.42,0
2024-10-23T05:20:07.000000,69.0,2.88,0.04,3.44,0
2024-10-23T05:36:17.000000,67.64,2.94,0.04,3.44,0
2024-10-23T05:52:23.000000,68.24,2.92,0.04,3.46,0
2024-10-23T06:25:19.000000,70.74,2.86,0.04,3.5,0
2024-10-23T07:46:46.000000,71.18,2.84,0.04,3.48,0
2024-10-23T10:35:05.000000,72.2,2.82,0.04,3.54,0
2024-10-23T11:17:02.000000,70.6,2.84,0.04,3.52,0
2024-10-23T13:11:32.000000,66.64,2.9,0.04,3.5,0
2024-10-23T13:30:26.000000,68.16,2.84,0.04,3.54,0
2024-10-23T13:44:14.000000,69.56,2.8,0.04,3.6,0
2024-10-23T18:18:21.000000,67.7,2.86,0.04,3.54,0
2024-10-23T19:04:25.000000,66.62,2.9,0.04,3.5,0
2024-10-23T19:25:32.000000,65.34,2.94,0.04,3.48,0
2024-10-23T20:07:02.000000,63.48,3.0,0.04,3.44,0
2024-10-23T21:04:23.000000,63.5,3.0,0.04,3.42,0
2024-10-23T23:03:34.000000,62.54,3.02,0.04,3.38,0
2024-10-24T01:45:26.000000,60.64,3.08,0.04,3.36,0
2024-10-24T04:25:36.000000,61.74,3.04,0.04,3.36,0
2024-10-24T05:01:40.000000,61.74,3.04,0.02,3.36,0
2024-10-24T06:26:37.000000,62.46,3.02,0.02,3.36,0
2024-10-24T15:33:54.000000,61.3,3.04,0.02,3.32,0
2024-10-24T16:40:29.000000,61.74,3.04,0.02,3.32,0
2024-10-25T01:28:48.000000,62.64,3.0,0.02,3.34,0
2024-10-25T03:42:14.000000,64.62,2.98,0.02,3.34,0
2024-10-25T09:21:46.000000,63.8,3.02,0.02,3.32,0
2024-10-25T09:32:58.000000,63.64,3.02,0.02,3.32,0
2024-10-25T10:05:52.000000,64.02,3.0,0.02,3.32,0
2024-10-25T10:28:41.000000,65.76,2.96,0.04,3.34,0
2024-10-25T11:49:34.000000,67.26,2.92,0.04,3.4,0
2024-10-25T14:39:23.000000,68.78,2.86,0.04,3.4,0
2024-10-25T16:14:27.000000,70.96,2.84,0.04,3.44,0
2024-10-25T19:33:20.000000,67.88,2.88,0.04,3.42,0
2024-10-25T21:52:02.000000,68.4,2.86,0.04,3.46,0
2024-10-25T23:44:31.000000,66.58,2.9,0.02,3.42,0
2024-10-26T00:44:57.000000,68.26,2.86,0.02,3.46,0
2024-10-26T01:56:32.000000,67.18,2.9,0.02,3.46,0
2024-10-26T02:57:15.000000,66.86,2.92,0.02,3.42,0
2024-10-26T05:14:42.000000,64.96,2.98,0.02,3.36,0
2024-10-26T07:40:10.000000,64.64,3.0,0.02,3.32,0
2024-10-26T10:13:18.000000,64.3,3.02,0.02,3.32,0
2024-10-26T11:04:33.000000,61.58,3.1,0.02,3.24,0
2024-10-26T11:52:19.000000,61.36,3.12,0.02,3.22,0
2024-10-26T12:55:05.000000,61.22,3.14,0.02,3.2,0
2024-10-26T18:56:58.000000,58.66,3.2,0.02,3.18,0
2024-10-26T21:23:10.000000,57.98,3.24,0.02,3.14,0
2024-10-26T22:58:48.000000,58.22,3.24,0.02,3.14,0
2024-10-27T00:32:27.000000,57.66,3.26,0.02,3.14,0
2024-10-27T02:10:57.000000,58.52,3.24,0.02,3.14,0
2024-10-27T05:16:06.000000,59.22,3.22,0.02,3.12,0
2024-10-27T05:47:06.000000,57.72,3.28,0.02,3.08,0
2024-10-27T06:21:24.000000,57.74,3.28,0.02,3.08,0
2024-10-27T06:55:19.000000,57.52,3.28,0.02,3.08,0
2024-10-27T08:51:18.000000,59.12,3.24,0.02,3.1,0
2024-10-27T08:52:52.000000,56.94,3.3,0.02,3.08,0
2024-10-27T11:19:55.000000,56.22,3.32,0.02,3.1,0
2024-10-27T12:16:38.000000,56.4,3.3,0.02,3.1,0
2024-10-27T12:37:26.000000,54.78,3.36,0.02,3.12,0
2024-10-27T14:12:32.000000,56.18,3.3,0.02,3.14,0
2024-10-27T15:57:17.000000,54.2,3.38,0.02,3.1,0
2024-10-27T16:46:35.000000,54.08,3.4,0.02,3.1,0
2024-10-27T18:11:28.000000,54.5,3.38,0.02,3.14,0
2024-10-27T18:53:24.000000,55.4,3.34,0.02,3.18,0
2024-10-27T20:18:46.000000,55.68,3.32,0.02,3.18,0
2024-10-27T20:44:11.000000,55.5,3.32,0.02,3.18,0
2024-10-27T21:40:55.000000,55.84,3.3,0.02,3.18,0
2024-10-27T22:25:58.000000,57.48,3.26,0.02,3.26,0
2024-10-28T01:53:10.000000,59.84,3.2,0.02,3.3,0
2024-10-28T02:48:34.000000,60.7,3.18,0.02,3.3,0
2024-10-28T03:47:48.000000,58.94,3.24,0.02,3.3,0
2024-10-28T04:39:00.000000,57.64,3.28,0.02,3.26,0
2024-10-28T04:41:02.000000,59.12,3.22,0.02,3.32,0
2024-10-28T05:13:47.000000,58.74,3.22,0.02,3.3,0
2024-10-28T06:14:21.000000,57.4,3.28,0.02,3.26,0
2024-10-28T06:56:13.000000,54.82,3.32,0.02,3.26,0
2024-10-28T10:54:58.000000,55.0,3.3,0.02,3.3,0
2024-10-28T12:59:08.000000,54.76,3.32,0.02,3.28,0
2024-10-28T13:32:21.000000,57.12,3.26,0.04,3.28,0
2024-10-28T14:03:38.000000,54.66,3.32,0.02,3.22,0
2024-10-28T14:10:48.000000,54.06,3.32,0.02,3.22,0
2024-10-28T19:41:35.000000,53.52,3.34,0.02,3.22,0
2024-10-28T19:44:06.000000,50.4,3.4,0.02,3.2,0
2024-10-28T19:58:20.000000,54.86,3.36,0.02,3.22,0
2024-10-28T21:03:57.000000,54.58,3.36,0.02,3.18,0
2024-10-28T22:21:45.000000,53.96,3.4,0.02,3.16,0
2024-10-28T22:24:32.000000,52.26,3.44,0.02,3.1,0
2024-10-28T23:42:49.000000,51.9,3.46,0.02,3.04,0
2024-10-29T00:53:42.000000,52.14,3.44,0.02,3.06,0
2024-10-29T00:55:53.000000,53.06,3.4,0.02,3.1,0
2024-10-29T03:27:54.000000,54.72,3.34,0.02,3.14,0
2024-10-29T05:14:22.000000,54.24,3.34,0.02,3.08,0
2024-10-29T05:42:09.000000,54.34,3.34,0.02,3.1,0
2024-10-29T07:41:40.000000,55.76,3.28,0.02,3.12,0
2024-10-29T07:59:20.000000,57.22,3.24,0.02,3.16,0
2024-10-29T09:24:26.000000,57.4,3.24,0.02,3.14,0
2024-10-29T16:03:12.000000,57.86,3.22,0.02,3.16,0
2024-10-29T16:09:13.000000,57.16,3.22,0.02,3.12,0
2024-10-29T19:42:16.000000,59.1,3.18,0.02,3.12,0
2024-10-29T20:51:05.000000,58.1,3.2,0.02,3.12,0
2024-10-29T21:12:53.000000,59.38,3.16,0.02,3.14,0
2024-10-29T22:20:05.000000,61.52,3.08,0.02,3.18,0
2024-10-29T22:59:03.000000,62.52,3.04,0.02,3.16,0
2024-10-29T23:42:02.000000,64.5,2.98,0.02,3.16,0
2024-10-29T23:50:59.000000,62.36,3.04,0.02,3.1,0
2024-10-30T00:16:16.000000,62.02,3.06,0.02,3.06,0
2024-10-30T02:28:17.000000,64.34,3.0,0.02,3.08,0
2024-10-30T05:05:26.000000,63.04,3.06,0.02,3.02,0
2024-10-30T06:11:57.000000,66.2,2.98,0.02,3.02,0
2024-10-30T07:17:08.000000,65.2,3.02,0.02,3.02,0
2024-10-30T07:58:54.000000,67.98,2.94,0.02,3.06,0
2024-10-30T12:44:23.000000,67.62,2.94,0.02,3.06,0
2024-10-30T13:37:08.000000,67.72,2.94,0.02,3.06,0
2024-10-30T14:53:56.000000,66.98,2.96,0.02,3.04,0
2024-10-30T16:24:08.000000,66.36,2.98,0.02,3.06,0
2024-10-30T18:08:44.000000,68.76,2.92,0.04,3.12,0
2024-10-30T22:47:55.000000,69.6,2.9,0.04,3.16,0
2024-10-31T04:57:57.000000,68.46,2.94,0.04,3.12,0
2024-10-31T08:04:03.000000,68.46,2.94,0.04,3.12,0
2024-10-31T08:16:22.000000,66.24,3.0,0.04,3.06,0
2024-10-31T08:53:16.000000,65.56,3.0,0.04,3.0,0
2024-10-31T09:25:52.000000,65.84,3.0,0.04,3.04,0
2024-10-31T12:16:15.000000,66.18,3.0,0.04,3.04,0
2024-10-31T13:40:17.000000,66.7,2.98,0.04,3.06,0
2024-10-31T14:51:21.000000,66.72,2.98,0.04,3.06,0
2024-10-31T15:44:52.000000,69.06,2.94,0.04,3.06,0
2024-10-31T17:27:11.000000,68.64,2.96,0.04,3.0,0
2024-10-31T19:55:39.000000,67.34,2.98,0.04,2.96,1
2024-10-31T23:07:59.000000,64.84,3.04,0.02,2.98,1
2024-10-31T23:29:53.000000,67.9,2.98,0.02,3.04,0
2024-11-01T00:08:36.000000,67.92,2.98,0.02,3.04,0
2024-11-01T01:04:08.000000,67.68,3.0,0.02,3.04,0
2024-11-01T08:31:36.000000,71.3,2.94,0.02,3.06,0
2024-11-01T09:16:21.000000,68.16,2.94,0.02,3.04,0
2024-11-01T09:59:11.000000,67.88,2.96,0.02,3.06,0
2024-11-01T10:46:11.000000,67.64,2.96,0.02,3.04,0
2024-11-01T11:11:58.000000,67.78,2.96,0.02,3.04,0
2024-11-01T15:56:27.000000,68.0,2.94,0.02,3.1,0
2024-11-01T16:37:59.000000,70.92,2.88,0.02,3.12,0
2024-11-01T20:05:51.000000,70.92,2.88,0.02,3.14,0
2024-11-01T22:01:29.000000,70.2,2.9,0.02,3.12,0
2024-11-01T22:38:46.000000,70.26,2.92,0.02,3.12,0
2024-11-01T22:56:00.000000,70.28,2.92,0.02,3.1,0
2024-11-01T23:41:52.000000,68.54,2.98,0.02,3.04,0
2024-11-02T00:28:07.000000,70.02,2.94,0.02,3.06,0
2024-11-02T00:52:10.000000,71.92,2.88,0.02,3.08,0
2024-11-02T02:40:38.000000,71.46,2.9,0.02,3.06,0
2024-11-02T03:36:39.000000,73.12,2.86,0.02,3.12,0
2024-11-02T11:15:36.000000,71.92,2.88,0.02,3.1,0
2024-11-02T16:13:06.000000,71.58,2.88,0.02,3.1,0
2024-11-02T16:40:28.000000,69.28,2.94,0.02,3.06,0
2024-11-02T19:54:20.000000,67.58,3.0,0.02,3.06,0
2024-11-02T20:05:18.000000,66.38,3.04,0.02,3.04,0
2024-11-02T20:38:53.000000,64.62,3.1,0.02,3.04,0
2024-11-03T00:30:23.000000,65.48,3.08,0.02,3.1,0
2024-11-03T01:41:00.000000,65.3,3.08,0.02,3.1,0
2024-11-03T05:01:44.000000,65.4,3.08,0.02,3.08,0
2024-11-03T08:02:28.000000,66.0,3.06,0.02,3.14,0
2024-11-03T08:12:53.000000,63.58,3.1,0.02,3.14,0
2024-11-03T10:57:25.000000,63.18,3.12,0.02,3.12,0
2024-11-03T13:38:07.000000,60.62,3.18,0.02,3.08,0
2024-11-03T14:37:09.000000,60.1,3.2,0.02,3.06,0
2024-11-03T15:00:00.000000,61.84,3.14,0.04,3.08,0
2024-11-03T19:37:42.000000,63.76,3.08,0.04,3.12,0
2024-11-03T20:10:29.000000,63.66,3.1,0.04,3.1,0
2024-11-03T20:36:53.000000,61.3,3.16,0.02,3.06,0
2024-11-03T22:09:32.000000,61.24,3.16,0.02,3.04,0
2024-11-04T02:25:07.000000,63.48,3.1,0.02,3.06,0
2024-11-04T02:54:17.000000,61.98,3.12,0.02,3.02,0
2024-11-04T05:53:32.000000,62.46,3.1,0.02,3.06,0
2024-11-04T07:53:07.000000,62.76,3.1,0.02,3.06,0
2024-11-04T11:51:44.000000,63.48,3.06,0.02,3.06,0
2024-11-04T12:40:30.000000,63.06,3.1,0.02,3.04,0
2024-11-04T13:51:19.000000,65.68,3.06,0.02,3.06,0
2024-11-04T14:46:07.000000,66.26,3.04,0.02,3.12,0
2024-11-04T17:40:52.000000,66.94,3.04,0.02,3.14,0
2024-11-04T17:44:13.000000,70.36,2.96,0.02,3.2,0
2024-11-04T20:02:20.000000,70.88,2.96,0.02,3.26,0
2024-11-04T20:59:36.000000,72.62,2.9,0.02,3.26,0
2024-11-04T22:04:54.000000,71.72,2.9,0.02,3.26,0
2024-11-04T22:16:32.000000,70.98,2.92,0.02,3.2,0
2024-11-04T22:38:56.000000,73.72,2.88,0.02,3.2,0
2024-11-05T00:11:40.000000,72.52,2.88,0.02,3.18,0
2024-11-05T00:13:16.000000,72.4,2.88,0.02,3.18,0
2024-11-05T01:41:52.000000,72.66,2.86,0.02,3.2,0
2024-11-05T01:53:24.000000,72.78,2.86,0.02,3.26,0
2024-11-05T02:24:38.000000,73.28,2.86,0.02,3.32,0
2024-11-05T07:16:59.000000,75.28,2.8,0.02,3.32,0
2024-11-05T07:28:45.000000,72.24,2.88,0.02,3.26,0
2024-11-05T07:43:33.000000,74.34,2.84,0.02,3.28,0
2024-11-05T11:52:36.000000,76.06,2.8,0.04,3.32,0
2024-11-05T11:57:05.000000,76.06,2.78,0.04,3.32,0
2024-11-05T12:00:39.000000,77.46,2.74,0.04,3.36,0
2024-11-05T12:29:24.000000,78.0,2.74,0.04,3.4,0
2024-11-05T13:08:41.000000,78.5,2.74,0.04,3.4,0
2024-11-05T15:41:13.000000,77.2,2.78,0.04,3.4,0
2024-11-05T21:19:16.000000,80.76,2.7,0.04,3.46,0
2024-11-05T21:34:31.000000,83.3,2.68,0.04,3.44,0
2024-11-05T23:07:05.000000,83.44,2.68,0.04,3.46,0
2024-11-06T02:50:40.000000,85.64,2.62,0.06,3.48,0
2024-11-06T05:40:01.000000,87.84,2.56,0.06,3.54,0
2024-11-06T05:57:29.000000,87.36,2.56,0.06,3.48,0
2024-11-06T06:39:05.000000,87.28,2.58,0.06,3.46,0
2024-11-06T10:42:26.000000,87.26,2.58,0.06,3.44,0
2024-11-06T11:05:51.000000,86.58,2.6,0.06,3.42,0
2024-11-06T11:33:24.000000,87.0,2.58,0.06,3.48,0
2024-11-06T14:25:12.000000,85.02,2.64,0.06,3.48,0
2024-11-06T15:16:38.000000,85.78,2.6,0.06,3.5,0
2024-11-06T22:59:26.000000,86.22,2.6,0.06,3.5,0
2024-11-07T03:35:06.000000,87.34,2.56,0.06,3.5,0
2024-11-07T04:21:51.000000,87.2,2.56,0.06,3.5,0
2024-11-07T05:32:37.000000,90.66,2.5,0.06,3.52,0
2024-11-07T08:00:27.000000,90.78,2.5,0.04,3.54,0
2024-11-07T08:34:33.000000,88.62,2.58,0.04,3.48,0
2024-11-07T09:08:59.000000,89.16,2.56,0.04,3.48,0
2024-11-07T10:28:37.000000,90.42,2.54,0.04,3.5,0
2024-11-07T12:51:27.000000,91.16,2.54,0.04,3.52,0
2024-11-07T16:47:33.000000,88.98,2.6,0.04,3.52,0
2024-11-07T18:03:34.000000,87.72,2.64,0.04,3.52,0
2024-11-07T19:59:21.000000,87.28,2.68,0.04,3.52,0
2024-11-07T21:11:28.000000,86.94,2.7,0.04,3.52,0
2024-11-08T00:35:43.000000,89.38,2.68,0.04,3.52,0
2024-11-08T02:18:42.000000,89.62,2.66,0.04,3.56,0
2024-11-08T06:51:08.000000,87.42,2.68,0.04,3.56,0
2024-11-08T08:23:35.000000,87.66,2.66,0.04,3.56,0
2024-11-08T09:19:06.000000,83.9,2.72,0.04,3.48,0
2024-11-08T10:35:18.000000,81.78,2.74,0.04,3.48,0
2024-11-08T11:00:58.000000,81.52,2.74,0.04,3.42,0
2024-11-08T12:13:20.000000,81.22,2.76,0.04,3.42,0
2024-11-08T12:38:27.000000,78.98,2.82,0.04,3.38,0
2024-11-08T12:46:13.000000,81.68,2.76,0.04,3.44,0
2024-11-08T15:05:10.000000,77.96,2.84,0.04,3.38,0
2024-11-08T16:18:07.000000,77.48,2.84,0.06,3.4,0
2024-11-08T20:29:12.000000,78.6,2.84,0.06,3.42,0
2024-11-08T22:18:24.000000,78.94,2.84,0.06,3.44,0
2024-11-08T23:49:00.000000,82.7,2.76,0.06,3.44,0
2024-11-09T02:40:48.000000,85.12,2.7,0.06,3.44,0
2024-11-09T03:53:29.000000,85.28,2.7,0.08,3.46,0
2024-11-09T04:11:08.000000,85.4,2.68,0.08,3.5,0
2024-11-09T07:45:18.000000,84.4,2.7,0.08,3.48,0
2024-11-09T08:48:35.000000,83.86,2.7,0.06,3.46,0
2024-11-09T12:29:20.000000,85.64,2.64,0.06,3.54,0
2024-11-09T13:07:51.000000,85.16,2.64,0.06,3.54,0
2024-11-09T13:34:44.000000,85.0,2.64,0.06,3.54,0
2024-11-09T18:55:20.000000,83.24,2.66,0.06,3.54,0
2024-11-09T19:59:27.000000,83.34,2.66,0.06,3.54,0
2024-11-10T00:28:38.000000,80.72,2.7,0.06,3.52,0
2024-11-10T01:52:07.000000,76.52,2.78,0.06,3.46,0
2024-11-10T03:54:20.000000,76.66,2.78,0.06,3.46,0
2024-11-10T04:45:08.000000,74.2,2.86,0.04,3.42,0
2024-11-10T06:25:59.000000,73.88,2.88,0.04,3.42,0
2024-11-10T10:25:23.000000,74.06,2.88,0.04,3.42,0
2024-11-10T11:17:24.000000,74.16,2.88,0.04,3.44,0
2024-11-10T11:31:42.000000,73.9,2.88,0.04,3.44,0
2024-11-10T18:01:44.000000,74.02,2.88,0.04,3.44,0
2024-11-10T20:56:15.000000,75.04,2.86,0.04,3.44,0
2024-11-10T21:07:07.000000,74.72,2.86,0.04,3.42,0
2024-11-10T22:26:47.000000,74.72,2.86,0.04,3.4,0
2024-11-10T22:46:59.000000,73.44,2.88,0.04,3.34,0
2024-11-11T03:14:55.000000,72.42,2.92,0.04,3.36,0
2024-11-11T03:53:51.000000,72.72,2.9,0.04,3.36,0
2024-11-11T09:05:14.000000,69.56,2.94,0.04,3.34,0
2024-11-11T09:37:04.000000,69.3,2.94,0.04,3.32,0
2024-11-11T10:29:05.000000,69.5,2.92,0.04,3.32,0
2024-11-11T16:02:57.000000,69.34,2.92,0.04,3.34,0
2024-11-11T17:50:17.000000,68.18,2.96,0.04,3.32,0
2024-11-11T19:21:31.000000,66.74,3.0,0.04,3.28,0
2024-11-11T20:11:55.000000,66.56,3.0,0.04,3.28,0
